pert_id	cmap_name	moa	canonical_smiles	inchi_key	moa_l1000	moa_image
BRD-K97643133	amiprilose		CN(C)CCCO[C@H]1[C@H](O[C@@H]2OC(C)(C)O[C@H]12)[C@H](O)CO	YXBQLONCIPUQKO-UJPOAAIJSA-N	CD antagonist	CD antagonist
BRD-K29530284	amlexanox		CC(C)c1ccc2oc3nc(N)c(cc3c(=O)c2c1)C(O)=O	SGRYPYWGNKJSDL-UHFFFAOYSA-N	Histamine receptor modulator	histamine receptor modulator
BRD-A53566267	anecortave-acetate		CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3=CC[C@]12C	YUWPMEXLKGOSBF-SQIVGGFUSA-N	Corticosteroid agonist|Angiogenesis inhibitor	angiogenesis inhibitor
BRD-A75305484	anidulafungin		CCCCCOc1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(=O)NC1CC(O)C(O)NC(=O)C2C(O)C(C)CN2C(=O)C(NC(=O)C(NC(=O)C2CC(O)CN2C(=O)C(NC1=O)C(C)O)C(O)C(O)c1ccc(O)cc1)C(C)O	JHVAMHSQVVQIOT-UHFFFAOYSA-N	Fungal 1,3-beta-D-glucan synthase inhibitor	fungal 1,3-beta-D-glucan synthase inhibitor
BRD-K56032964	AP-26113		COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1)N1CCC(CC1)N(C)C	OVDSPTSBIQCAIN-UHFFFAOYSA-N	ALK tyrosine kinase receptor inhibitor	ALK tyrosine kinase receptor inhibitor
BRD-K10859802	APD-668		CC(C)OC(=O)N1CCC(CC1)Oc1ncnc2n(ncc12)-c1ccc(cc1F)S(C)(=O)=O	XTRUQJBVQBUKSQ-UHFFFAOYSA-N	Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119) Agonists	glucose dependent insulinotropic receptor agonist
BRD-K85140930	aphidicolin		C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@]21CC[C@]3(O)CO	NOFOAYPPHIUXJR-APNQCZIXSA-N	RNA synthesis inhibitor	RNA synthesis inhibitor
BRD-K17944737	artesunate		C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(O)=O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4	FIHJKUPKCHIPAT-AXFKQHSWSA-N	DNA synthesis inhibitor	DNA synthesis inhibitor
BRD-K27938825	ASA-404		Cc1ccc2c(oc3c(CC(O)=O)cccc3c2=O)c1C	XGOYIMQSIKSOBS-UHFFFAOYSA-N		angiogenesis inhibitor
BRD-K58435339	AT-13387		CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O	IFRGXKKQHBVPCQ-UHFFFAOYSA-N	HSP antagonist	HSP inhibitor
BRD-K39252998	atipamezole		CCC1(Cc2ccccc2C1)c1cnc[nH]1	HSWPZIDYAHLZDD-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K83720053	avagacestat		NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(cc1F)-c1ncon1)S(=O)(=O)c1ccc(Cl)cc1	XEAOPVUAMONVLA-QGZVFWFLSA-N	Gamma secretase inhibitor	gamma secretase inhibitor
BRD-K67901620	avasimibe		CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(cccc2C(C)C)C(C)C)c(c1)C(C)C	PTQXTEKSNBVPQJ-UHFFFAOYSA-N	ACAT inhibitor	ACAT inhibitor
BRD-K21908111	AZD-1208		N[C@@H]1CCCN(C1)c1c(cccc1-c1ccccc1)C=C1/SC(=O)NC1=O	MCUJKPPARUPFJM-UWCCDQBKSA-N	Pim kinase inhibitor	Pim kinase inhibitor
BRD-K83186168	AZD-1981		CC(=O)Nc1cccc2n(CC(O)=O)c(C)c(Sc3ccc(Cl)cc3)c12	JWYIGNODXSRKGP-UHFFFAOYSA-N	CRTH receptor antagonist	CRTH receptor antagonist
BRD-K99113996	AZD-2014		CNC(=O)c1cccc(c1)-c1ccc2c(nc(nc2n1)N1CCOC[C@@H]1C)N1CCOC[C@@H]1C	JUSFANSTBFGBAF-IRXDYDNUSA-N	MTOR inhibitor	mTOR inhibitor
BRD-K84996356	AZD-3514		CC(=O)N1CCN(CCOc2ccc(cc2)C2CCN(CC2)C2=Nn3c(CC2)nnc3C(F)(F)F)CC1	JMEYDSHPKCSIJC-UHFFFAOYSA-N	Drugs Acting on Androgen Receptor	androgen receptor modulator
BRD-K28392481	AZD-4547		COc1cc(CCc2cc(NC(=O)c3ccc(cc3)N3C[C@H](C)N[C@H](C)C3)n[nH]2)cc(OC)c1	VRQMAABPASPXMW-HDICACEKSA-N	FGFR inhibitor	FGFR inhibitor
BRD-K99023089	AZD-5363		NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1	JDUBGYFRJFOXQC-KRWDZBQOSA-N	AKT inhibitor	AKT inhibitor
BRD-K72414522	AZD-5438		CC(C)n1c(C)ncc1-c1ccnc(Nc2ccc(cc2)S(C)(=O)=O)n1	WJRRGYBTGDJBFX-UHFFFAOYSA-N	CDK inhibitor	CDK inhibitor
BRD-A87435144	AZD-7545		CN(C)C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(Cl)c1	DTDZLJHKVNTQGZ-UHFFFAOYSA-N	Pyruvate dehydrogenase kinase inhibitor	pyruvate dehydrogenase kinase inhibitor
BRD-K31495718	AZD-7687		Cc1nc(C)c(nc1C(N)=O)-c1ccc(cc1)[C@H]1CC[C@H](CC(O)=O)CC1	YXFNPRHZMOGREC-SHTZXODSSA-N	Diacylglycerol O acyltransferase inhibitor	diacylglycerol O acyltransferase inhibitor
BRD-K37687095	AZD-8330		Cc1cc(C(=O)NOCCO)c(Nc2ccc(I)cc2F)n(C)c1=O	RWEVIPRMPFNTLO-UHFFFAOYSA-N	MEK inhibitor	MEK inhibitor
BRD-K98572433	AZD-8931		CNC(=O)CN1CCC(CC1)Oc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OC	DFJSJLGUIXFDJP-UHFFFAOYSA-N	EGFR inhibitor	EGFR inhibitor
BRD-K31476763	AZD-9668		Cc1c(cc(C(=O)NCc2ccc(cn2)S(C)(=O)=O)c(=O)n1-c1cccc(c1)C(F)(F)F)-c1ccnn1C	QNQZWEGMKJBHEM-UHFFFAOYSA-N	Elastase inhibitor	elastase inhibitor
BRD-K73794685	azithromycin		CC[C@H]1OC(=O)[C@@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	MQTOSJVFKKJCRP-MTXCBGCVSA-N	Bacterial 50S ribosomal subunit inhibitor	bacterial 50S ribosomal subunit inhibitor
BRD-K98733875	baicalin		O[C@H]1[C@@H](Oc2cc3oc(cc(=O)c3c(O)c2O)-c2ccccc2)O[C@H]([C@@H](O)[C@@H]1O)C(O)=O	IKIIZLYTISPENI-RFBJODPTSA-N	Beta glucuronidase inhibitor	beta glucuronidase inhibitor
BRD-K47976015	balapiravir		CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O)N=[N+]=[N-]	VKXWOLCNTHXCLF-DXEZIKHYSA-N	RNA polymerase inhibitor	RNA polymerase inhibitor
BRD-K25361343	batimastat		CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO	XFILPEOLDIKJHX-GBESFXJTSA-N	Matrix metalloprotease inhibitor	matrix metalloprotease inhibitor
BRD-K23672206	BCI-540		Cc1oc2nc3CCCCc3c(NC(=O)CN3CCCC3=O)c2c1C	PSPGQHXMUKWNDI-UHFFFAOYSA-N		glutamate receptor agonist
BRD-K17068645	bendamustine		Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl	YTKUWDBFDASYHO-UHFFFAOYSA-N	DNA inhibitor	DNA inhibitor
BRD-K11717138	benzbromarone		CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1	WHQCHUCQKNIQEC-UHFFFAOYSA-N	Chloride channel blocker	chloride channel blocker
BRD-K28542495	benzydamine		CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12	CNBGNNVCVSKAQZ-UHFFFAOYSA-N	Prostanoid receptor antagonist	prostanoid receptor antagonist
BRD-K55191674	benzylpenicillin		CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O	JGSARLDLIJGVTE-MBNYWOFBSA-N	Penicillin binding protein inhibitor	penicillin binding protein inhibitor
BRD-K16898998	bevirimat-dimeglumine		CC(=C)[C@@H]1CC[C@@]2(CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]12)C(O)=O	YJEJKUQEXFSVCJ-WRFMNRASSA-N	HIV capsid assembly inhibitor|HIV gag inhibitor	HIV capsid assembly inhibitor
BRD-A94543220	bifonazole		c1cn(cn1)C(c1ccccc1)c1ccc(cc1)-c1ccccc1	OCAPBUJLXMYKEJ-UHFFFAOYSA-N	Sterol demethylase inhibitor	sterol demethylase inhibitor
BRD-K02950022	BMS-299897		C[C@@H](N(c1cc(F)ccc1F)S(=O)(=O)c1ccc(Cl)cc1)c1ccc(F)cc1CCCC(O)=O	IZAOBRWCUGOKNH-OAHLLOKOSA-N	Gamma secretase inhibitor	gamma secretase inhibitor
BRD-K49555808	BMS-707035		Cn1c(nc(C(=O)NCc2ccc(F)cc2)c(O)c1=O)N1CCCCS1(=O)=O	VNIWZCGZPBJWBI-UHFFFAOYSA-N		HIV integrase inhibitor
BRD-A63675168	brivudine		OC[C@H]1O[C@H](CC1O)n1cc(C=CBr)c(=O)[nH]c1=O	ODZBBRURCPAEIQ-GIANCMQGSA-N	DNA directed DNA polymerase inhibitor	DNA directed DNA polymerase inhibitor
BRD-K17500877	bropirimine		Nc1nc(-c2ccccc2)c(Br)c(=O)[nH]1	CIUUIPMOFZIWIZ-UHFFFAOYSA-N	Interferon inducer	interferon inducer
BRD-K79095980	broxuridine		OC[C@H]1O[C@H](C[C@@H]1O)n1cc(Br)c(=O)[nH]c1=O	WOVKYSAHUYNSMH-RRKCRQDMSA-N	Antimetabolite	antimetabolite
BRD-A36057565	bruceantin		COC(=O)[C@]12OC[C@@]34[C@H]1[C@@H](OC(=O)C=C(/C)C(C)C)C(=O)O[C@@H]3C[C@H]1C(C)C(=O)C(=O)C[C@]1(C)[C@H]4[C@@H](O)[C@@H]2O	KMCZIPGKKBSLEX-JLNWNYEJSA-N	Protein synthesis inhibitor	protein synthesis inhibitor
BRD-A01636364	bupivacaine		CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C	LEBVLXFERQHONN-UHFFFAOYSA-N	Sodium channel blocker	sodium channel blocker
BRD-A16665823	butoconazole		Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1	SWLMUYACZKCSHZ-UHFFFAOYSA-N	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-K28965160	BVD-523		CC(C)Nc1cc(-c2c[nH]c(c2)C(=O)N[C@H](CO)c2cccc(Cl)c2)c(Cl)cn1	KSERXGMCDHOLSS-LJQANCHMSA-N		MAP kinase inhibitor
BRD-K06858286	cabazitaxel		CO[C@@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C(C)=C([C@@H](OC)C(=O)[C@]12C)C3(C)C	BMQGVNUXMIRLCK-VCPXPHFHSA-N	Microtubule inhibitor	microtubule inhibitor
BRD-K45746021	CC-401		C(CN1CCCCC1)Oc1cccc(c1)-c1n[nH]c2ccc(cc12)-c1ncn[nH]1	XDJCLCLBSGGNKS-UHFFFAOYSA-N		JNK inhibitor
BRD-K48213016	CC-930		O[C@H]1CC[C@@H](CC1)Nc1ncc2nc(Nc3c(F)cc(F)cc3F)n([C@H]3CCOC3)c2n1	IBGLGMOPHJQDJB-IHRRRGAJSA-N		JNK inhibitor
BRD-K15766189	cefdinir		Nc1nc(cs1)C(=NO)C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O	RTXOFQZKPXMALH-GHXIOONMSA-N	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-A12077521	cefepime		CON=C(C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1	HVFLCNVBZFFHBT-FSJBWODESA-O	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-K02292852	cefoperazone		CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SCC(CSc4nnnn4C)=C(N3C2=O)C(O)=O)c2ccc(O)cc2)C(=O)C1=O	GCFBRXLSHGKWDP-XCGNWRKASA-N	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-A78723049	cefotetan		CO[C@]1(NC(=O)C2SC(S2)=C(C(N)=O)C(O)=O)C2SCC(CSc3nnnn3C)=C(N2C1=O)C(O)=O	SRZNHPXWXCNNDU-PGEKIEPBSA-N	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-K46970505	cefozopran		CON=C(/C(=O)N[C@H]1[C@H]2SCC(C[n+]3ccn4ncccc34)=C(N2C1=O)C(O)=O)c1nsc(N)n1	QDUIJCOKQCCXQY-WHJQOFBOSA-O	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-K96194081	cepharanthine		COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(Oc5c6OCOc6cc6CCN(C)[C@@H](Cc7ccc(Oc1c2)cc7)c56)cc34	YVPXVXANRNDGTA-WDYNHAJCSA-N	NFkB pathway inhibitor	NFkB pathway inhibitor
BRD-K29458283	chlorambucil		OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl	JCKYGMPEJWAADB-UHFFFAOYSA-N	DNA inhibitor	DNA inhibitor
BRD-A91699651	chloroquine		CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12	WHTVZRBIWZFKQO-UHFFFAOYSA-N	Antimalarial agent	antimalarial agent
BRD-K17075857	chloroxine		Oc1c(Cl)cc(Cl)c2cccnc12	WDFKMLRRRCGAKS-UHFFFAOYSA-N	Opioid receptor antagonist	opioid receptor antagonist
BRD-A72390365	choline-alfoscerate		C[N+](C)(C)CCOP(O)(=O)OC[C@H](O)CO	SUHOQUVVVLNYQR-MRVPVSSYSA-O	Acetylcholine receptor agonist|Membrane permeability enhancer|Acetylcholine precursor	acetylcholine precursor
BRD-K58736316	cianidanol		O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1	PFTAWBLQPZVEMU-DZGCQCFKSA-N	Fatty acid synthase inhibitor	fatty acid synthase inhibitor
BRD-K46839850	cinepazide		COc1cc(cc(OC)c1OC)C=CC(=O)N1CCN(CC(=O)N2CCCC2)CC1	RCUDFXMNPQNBDU-VOTSOKGWSA-N	Calcium channel activator	calcium channel activator
BRD-K14704277	cinoxacin		CCn1nc(C(O)=O)c(=O)c2cc3OCOc3cc12	VDUWPHTZYNWKRN-UHFFFAOYSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K04804440	ciprofloxacin		OC(=O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O	MYSWGUAQZAJSOK-UHFFFAOYSA-N	Bacterial DNA gyrase inhibitor	bacterial DNA gyrase inhibitor
BRD-K04704168	clemizole		Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc23)cc1	CJXAEXPPLWQRFR-UHFFFAOYSA-N	HCV inhibitor	HCV inhibitor
BRD-A61676498	climbazole		CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1	OWEGWHBOCFMBLP-UHFFFAOYSA-N	Enzyme inducer	enzyme inducer
BRD-A93964801	clinafloxacin		NC1CCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1	QGPKADBNRMWEQR-UHFFFAOYSA-N	Bacterial DNA gyrase inhibitor	bacterial DNA gyrase inhibitor
BRD-A52252998	clindamycin		CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@@H](C(C)Cl)[C@H]1O[C@@H](SC)[C@H](O)[C@@H](O)[C@H]1O	KDLRVYVGXIQJDK-NQQGAZBYSA-N	Protein synthesis inhibitor	protein synthesis inhibitor
BRD-K09255212	clioquinol		Oc1c(I)cc(Cl)c2cccnc12	QCDFBFJGMNKBDO-UHFFFAOYSA-N	Chelating agent	chelating agent
BRD-K56614220	clofazimine		CC(C)N=c1/cc2n(-c3ccc(Cl)cc3)c3ccccc3nc2cc1Nc1ccc(Cl)cc1	WDQPAMHFFCXSNU-BGABXYSRSA-N	GK0582 inhibitor	GK0582 inhibitor
BRD-K02900412	clofoctol		CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1	HQVZOORKDNCGCK-UHFFFAOYSA-N	Protein synthesis inhibitor	protein synthesis inhibitor
BRD-K70912147	CO-102862		NC(=O)NN=Cc1ccc(Oc2ccc(F)cc2)cc1	MHUUDVZSPFRUSK-RQZCQDPDSA-N		sodium channel blocker
BRD-K03390685	cobimetinib		OC1(CN(C1)C(=O)c1ccc(F)c(F)c1Nc1ccc(I)cc1F)[C@@H]1CCCCN1	BSMCAPRUBJMWDF-KRWDZBQOSA-N	MEK inhibitor	MEK inhibitor
BRD-K19388745	colforsin-daproate		CN(C)CCC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@]2(C)O[C@](C)(CC(=O)[C@]2(O)[C@@]2(C)[C@@H](O)CCC(C)(C)[C@H]12)C=C	RSOZZQTUMVBTMR-XGUNBQNXSA-N	Adenylyl cyclase activator|Adenylate cyclase stimulant	adenylyl cyclase activator
BRD-K65428967	cordycepin		Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)C[C@H]1O	OFEZSBMBBKLLBJ-BAJZRUMYSA-N	DNA inhibitor	DNA inhibitor
BRD-K09090949	CP-945598		CCNC1(CCN(CC1)c1ncnc2n(c(nc12)-c1ccccc1Cl)-c1ccc(Cl)cc1)C(N)=O	UNAZAADNBYXMIV-UHFFFAOYSA-N		cannabinoid receptor antagonist
BRD-K20920669	cromoglicic-acid		OC(COc1cccc2oc(cc(=O)c12)C(O)=O)COc1cccc2oc(cc(=O)c12)C(O)=O	IMZMKUWMOSJXDT-UHFFFAOYSA-N	Immunosuppressant	immunosuppressant
BRD-K40870905	CT-7758		OC(=O)[C@H](Cc1ccc(Nc2nccc3ccncc23)cc1)NC1=C(Br)C(=O)C11CCCCC1	KYHVWHYLKOHLKA-FQEVSTJZSA-N		integrin antagonist
BRD-K25140590	CX-516		O=C(N1CCCCC1)c1ccc2OCOc2c1	BXBNADAPIHHXJQ-UHFFFAOYSA-N	Glutamate receptor modulator	glutamate receptor modulator
BRD-K12787259	CX-5461		CN1CCCN(CC1)c1ccc2c(n1)n1c3ccccc3sc1c(C(=O)NCc1cnc(C)cn1)c2=O	XGPBJCHFROADCK-UHFFFAOYSA-N		RNA polymerase inhibitor
BRD-K35520305	dacarbazine		CN(C)N=Nc1[nH]cnc1C(N)=O	FDKXTQMXEQVLRF-ZHACJKMWSA-N	DNA alkylating agent	DNA alkylating agent
BRD-K35589454	danegaptide		NCC(=O)N1C[C@@H](C[C@H]1C(O)=O)NC(=O)c1ccccc1	BIZKIHUJGMSVFD-MNOVXSKESA-N	Gap junction modulator	gap junction modulator
BRD-K02943813	dasabuvir		COc1c(cc(cc1C(C)(C)C)-n1ccc(=O)[nH]c1=O)-c1ccc2cc(NS(C)(=O)=O)ccc2c1	NBRBXGKOEOGLOI-UHFFFAOYSA-N	HCV inhibitor	HCV inhibitor
BRD-K85833139	dehydroepiandrosterone		C[C@]12CC[C@@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O	FMGSKLZLMKYGDP-NPWKVKMJSA-N	Protein synthesis stimulant	protein synthesis stimulant
BRD-K59325863	delanzomib		CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1cccc(n1)-c1ccccc1)[C@@H](C)O)B(O)O	SJFBTAPEPRWNKH-CCKFTAQKSA-N	Proteasome inhibitor	proteasome inhibitor
BRD-K77685957	dequalinium		Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc12	PCSWXVJAIHCTMO-UHFFFAOYSA-P	PKC inhibitor	PKC inhibitor
BRD-K44309363	dexniguldipine		COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OCCCN1CCC(CC1)(c1ccccc1)c1ccccc1	SVJMLYUFVDMUHP-MGBGTMOVSA-N	Calmodulin antagonist	calmodulin antagonist
BRD-K05673000	dicloxacillin		Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1c(Cl)cccc1Cl	YFAGHNZHGGCZAX-JKIFEVAISA-N	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-K84794093	dideoxyadenosine		Nc1ncnc2n(cnc12)[C@H]1CC[C@@H](CO)O1	WVXRAFOPTSTNLL-NKWVEPMBSA-N	Nucleoside reverse transcriptase inhibitor	nucleoside reverse transcriptase inhibitor
BRD-K30126819	dimesna		OS(=O)(=O)CCSSCCS(O)(=O)=O	BYUKOOOZTSTOOH-UHFFFAOYSA-N	Tubulin inhibitor	tubulin polymerization inhibitor
BRD-K89274813	DMP-543		Fc1cc(CC2(Cc3ccnc(F)c3)c3ccccc3C(=O)c3ccccc23)ccn1	MUJBUUDUXGDXLW-UHFFFAOYSA-N	Acetylcholine release stimulant	acetylcholine release enhancer
BRD-A64553394	DPI-201106		OC(COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1	BYBYHCOEAFHGJL-UHFFFAOYSA-N		sodium channel activator
BRD-K05524748	dronedarone		CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N	Adrenergic receptor antagonist	adrenergic receptor antagonist
BRD-K50564936	E-2012		COc1cc(ccc1-n1cnc(C)c1)C=C1/CCCN([C@@H](C)c2ccc(F)cc2)C1=O	PUOAETJYKQITMO-LANLRWRYSA-N		gamma secretase modulator
BRD-K29359156	ebselen		O=c1n([se]c2ccccc12)-c1ccccc1	DYEFUKCXAQOFHX-UHFFFAOYSA-N	Cyclooxygenase inhibitor|Glutathione peroxidase agonist|H+/K+-ATPase inhibitor|Nitric oxide synthase inhibitor	cyclooxygenase inhibitor|glutathione peroxidase agonist|H+/K+-ATPase inhibitor|nitric oxide synthase inhibitor
BRD-A51820102	econazole		Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1	LEZWWPYKPKIXLL-UHFFFAOYSA-N	Lanosterol demethylase inhibitor|Sterol demethylase inhibitor|Bacterial cell wall synthesis inhibitor	lanosterol demethylase inhibitor|sterol demethylase inhibitor
BRD-K86892782	edoxudine		CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	XACKNLSZYYIACO-DJLDLDEBSA-N	DNA directed DNA polymerase inhibitor	DNA directed DNA polymerase inhibitor
BRD-K37355418	efaproxiral		Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(O)=O)cc2)c1	BNFRJXLZYUTIII-UHFFFAOYSA-N	Haemoglobin oxygen release stimulant	hemoglobin oxygen release stimulant
BRD-A65248799	EMD-53998		COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)SC1C	IZLRMTJLQCLMKF-UHFFFAOYSA-N		phosphodiesterase inhibitor
BRD-K61452026	emtricitabine		Nc1nc(=O)n(cc1F)[C@@H]1CS[C@H](CO)O1	XQSPYNMVSIKCOC-NTSWFWBYSA-N	Nucleoside reverse transcriptase inhibitor	nucleoside reverse transcriptase inhibitor
BRD-K78113049	enoxacin		CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1	IDYZIJYBMGIQMJ-UHFFFAOYSA-N	Topoisomerase inhibitor	topoisomerase inhibitor
BRD-K08206212	entecavir		Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1	QDGZDCVAUDNJFG-FXQIFTODSA-N	DNA replication inhibitor|Reverse transcriptase inhibitor	DNA replication inhibitor|nucleoside reverse transcriptase inhibitor
BRD-K47554101	eperezolid		CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(N2CCN(CC2)C(=O)CO)c(F)c1	SIMWTRCFFSTNMG-AWEZNQCLSA-N	Bacterial 30S ribosomal subunit inhibitor	bacterial 30S ribosomal subunit inhibitor
BRD-A70858459	estramustine		C[C@]12CCC3C(CCc4cc(OC(=O)N(CCCl)CCCl)ccc34)C1CC[C@@H]2O	FRPJXPJMRWBBIH-ZZSVNSIZSA-N	DNA alkylating drug	DNA alkylating agent
BRD-K96042922	etanidazole		OCCNC(=O)Cn1ccnc1[N+]([O-])=O	WCDWBPCFGJXFJZ-UHFFFAOYSA-N	Bacterial cell wall synthesis inhibitor	bacterial cell wall synthesis inhibitor
BRD-K82603084	ethylenediaminetetraacetic-acid		OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O	KCXVZYZYPLLWCC-UHFFFAOYSA-N	PKC inhibitor	PKC inhibitor
BRD-K32977963	eugenol		COc1cc(CC=C)ccc1O	RRAFCDWBNXTKKO-UHFFFAOYSA-N	Androgen receptor antagonist	androgen receptor antagonist
BRD-K12609457	exalamide		CCCCCCOc1ccccc1C(N)=O	CKSJXOVLXUMMFF-UHFFFAOYSA-N	Membrane permeability inhibitor	membrane permeability inhibitor
BRD-K45033733	famciclovir		CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O	GGXKWVWZWMLJEH-UHFFFAOYSA-N	DNA polymerase inhibitor	DNA polymerase inhibitor
BRD-A49622760	faropenem		CC(O)C1C2SC(C3CCCO3)=C(N2C1=O)C(O)=O	HGGAKXAHAYOLDJ-UHFFFAOYSA-N	Lactamase inhibitor	lactamase inhibitor
BRD-K04264130	favipiravir		NC(=O)c1nc(F)cnc1O	ZCGNOVWYSGBHAU-UHFFFAOYSA-N	RNA polymerase inhibitor	RNA polymerase inhibitor
BRD-K18157228	fdcyd		Nc1nc(=O)n(cc1F)[C@H]1C[C@H](O)[C@@H](CO)O1	IDYKCXHJJGMAEV-RRKCRQDMSA-N	DNA methyltransferase inhibitor	DNA methyltransferase inhibitor
BRD-K91740057	felbinac		OC(=O)Cc1ccc(cc1)-c1ccccc1	QRZAKQDHEVVFRX-UHFFFAOYSA-N	Cyclooxygenase inhibitor	cyclooxygenase inhibitor
